name,country,region,population
Mohamed Ali Hassan,Somalia,EASTERN AFRICA,18.1
Sadak Omar Hassan,Somalia,EASTERN AFRICA,18.1
Ali Yusuf Hosh,Somalia,EASTERN AFRICA,18.1
Abdirahman Haji Aden Ibbi,Somalia,EASTERN AFRICA,18.1
Hanifa Mohamed Ibrahim,Somalia,EASTERN AFRICA,18.1
Ibrahim Artan Ismail,Somalia,EASTERN AFRICA,18.1
Mohamed Sheikh Ismail,Somalia,EASTERN AFRICA,18.1
Yusuf Mohamed Ismail,Somalia,EASTERN AFRICA,18.1
Abdihamid Sheikh Abdisalam Isse,Somalia,EASTERN AFRICA,18.1
Ahmed Sheikh Jama,Somalia,EASTERN AFRICA,18.1
Bashir Mohamed Jama,Somalia,EASTERN AFRICA,18.1
Farah Ali Jama,Somalia,EASTERN AFRICA,18.1
Abdirahman Janaqow,Somalia,EASTERN AFRICA,18.1
Abdirizak Jurile,Somalia,EASTERN AFRICA,18.1
Muna Khalif,Somalia,EASTERN AFRICA,18.1
Mohammed Awale Liban,Somalia,EASTERN AFRICA,18.1
Abdihakim Luqman,Somalia,EASTERN AFRICA,18.1
Maslah Mohammed Siad Barre,Somalia,EASTERN AFRICA,18.1
Hassan Moalim,Somalia,EASTERN AFRICA,18.1
Mohamed Ahmed Sheikh Ali,Somalia,EASTERN AFRICA,18.1
Abdinur Sheikh Mohamed,Somalia,EASTERN AFRICA,18.1
Mohamud Sayid Aden,Somalia,EASTERN AFRICA,18.1
Muḥammad ibn 'Abdallāh Hassan,Somalia,EASTERN AFRICA,18.1
Gobsan Muhumed,Somalia,EASTERN AFRICA,18.1
Abdullahi Mohamed Nur,Somalia,EASTERN AFRICA,18.1
Haji Ibrahim Nur,Somalia,EASTERN AFRICA,18.1
Mohamed Ali Nur,Somalia,EASTERN AFRICA,18.1
Abdilqadir Ali Omar,Somalia,EASTERN AFRICA,18.1
Daud Mohamed Omar,Somalia,EASTERN AFRICA,18.1
Mustafa Mohammed Omar,Somalia,EASTERN AFRICA,18.1
Abdirahman Dahir Osman,Somalia,EASTERN AFRICA,18.1
Djama Rabile Ghod,Somalia,EASTERN AFRICA,18.1
Said Mohamed Rage,Somalia,EASTERN AFRICA,18.1
Abdulkadir Sheikh Sakhawudeen,Somalia,EASTERN AFRICA,18.1
Yusuf Osman Samatar,Somalia,EASTERN AFRICA,18.1
Mohamed Adan Saqadhi,Somalia,EASTERN AFRICA,18.1
Aden Saran-Sor,Somalia,EASTERN AFRICA,18.1
Ali Sheegow,Somalia,EASTERN AFRICA,18.1
Said Hassan Shire,Somalia,EASTERN AFRICA,18.1
Mohamud Siraji,Somalia,EASTERN AFRICA,18.1
Hawo Tako,Somalia,EASTERN AFRICA,18.1
Khalif Mumin Tohow,Somalia,EASTERN AFRICA,18.1
Omar Ismail Waberi,Somalia,EASTERN AFRICA,18.1
Deeq Sulaiman Yusuf,Somalia,EASTERN AFRICA,18.1
Abdilahi Husein Iman Darawal,Somalia,EASTERN AFRICA,18.1
Abdirahim Ali Ismail,Somalia,EASTERN AFRICA,18.1
Mohamed Yusuf Abdirahman,Somalia,EASTERN AFRICA,18.1
Abdullahi Abdi Omar,Somalia,EASTERN AFRICA,18.1
Ahmed Aw Dahir,Somalia,EASTERN AFRICA,18.1
Mohammed Ahmed Alin,Somalia,EASTERN AFRICA,18.1
Buurmadow,Somalia,EASTERN AFRICA,18.1
Mohamed Abdi Dhinbil,Somalia,EASTERN AFRICA,18.1
Abdikarim Adan Haji Diriye,Somalia,EASTERN AFRICA,18.1
Ahmed Mohamed Gulaid,Somalia,EASTERN AFRICA,18.1
Dayib Gurey,Somalia,EASTERN AFRICA,18.1
Suleiman Hassan Haddi,Somalia,EASTERN AFRICA,18.1
Abdiaziz Hussein Hassan,Somalia,EASTERN AFRICA,18.1
Hersi Ali Haji Hassan,Somalia,EASTERN AFRICA,18.1
Abdiqani Mohamoud Jidhe,Somalia,EASTERN AFRICA,18.1
Mohamed Hussein Jama,Somalia,EASTERN AFRICA,18.1
Nafisat Yusuf Mohammed,Somalia,EASTERN AFRICA,18.1
Ismail Haji Nour,Somalia,EASTERN AFRICA,18.1
Osman Saleban Jama,Somalia,EASTERN AFRICA,18.1
Jibrell Ali Salad,Somalia,EASTERN AFRICA,18.1
Faysal Ali Warabe,Somalia,EASTERN AFRICA,18.1
Dulton Adams,South Africa,SOUTHERN AFRICA,60.7
Bongani Baloyi,South Africa,SOUTHERN AFRICA,60.7
Japie Basson,South Africa,SOUTHERN AFRICA,60.7
Christiaan Frederik Beyers,South Africa,SOUTHERN AFRICA,60.7
Bongani Bongo,South Africa,SOUTHERN AFRICA,60.7
Shaun Byneveldt,South Africa,SOUTHERN AFRICA,60.7
Marshall Campbell,South Africa,SOUTHERN AFRICA,60.7
Badih Chaaban,South Africa,SOUTHERN AFRICA,60.7
Geoffrey Cronjé,South Africa,SOUTHERN AFRICA,60.7
Rowan Cronjé,South Africa,SOUTHERN AFRICA,60.7
David Dichaba,South Africa,SOUTHERN AFRICA,60.7
Cathy Dlamini,South Africa,SOUTHERN AFRICA,60.7
Nhlanhla Lux,South Africa,SOUTHERN AFRICA,60.7
Stephanus Jacobus du Toit,South Africa,SOUTHERN AFRICA,60.7
Elijah Mdolomba,South Africa,SOUTHERN AFRICA,60.7
Jennifer Ferguson,South Africa,SOUTHERN AFRICA,60.7
Frederick Smith (South African politician),South Africa,SOUTHERN AFRICA,60.7
Benjamin Greenacre,South Africa,SOUTHERN AFRICA,60.7
Owen Horwood,South Africa,SOUTHERN AFRICA,60.7
Danie Hough,South Africa,SOUTHERN AFRICA,60.7
Henry Charles Hull,South Africa,SOUTHERN AFRICA,60.7
Davidson Don Tengo Jabavu,South Africa,SOUTHERN AFRICA,60.7
John William Jagger,South Africa,SOUTHERN AFRICA,60.7
Christina Jasson,South Africa,SOUTHERN AFRICA,60.7
Makhosi Khoza,South Africa,SOUTHERN AFRICA,60.7
Joel Krige,South Africa,SOUTHERN AFRICA,60.7
Johannes Christoffel Krogh,South Africa,SOUTHERN AFRICA,60.7
Dawid Kruiper,South Africa,SOUTHERN AFRICA,60.7
Cornelis Jacobus Langenhoven,South Africa,SOUTHERN AFRICA,60.7
Louis le Grange,South Africa,SOUTHERN AFRICA,60.7
Maruping Lekwene,South Africa,SOUTHERN AFRICA,60.7
Lindiwe Mabuza,South Africa,SOUTHERN AFRICA,60.7
Elizabeth Mafekeng,South Africa,SOUTHERN AFRICA,60.7
Mmusi Maimane,South Africa,SOUTHERN AFRICA,60.7
Geoff Makhubo,South Africa,SOUTHERN AFRICA,60.7
Mabel Malherbe,South Africa,SOUTHERN AFRICA,60.7
Neo Maneng,South Africa,SOUTHERN AFRICA,60.7
Themba Maseko,South Africa,SOUTHERN AFRICA,60.7
Bandile Masuku,South Africa,SOUTHERN AFRICA,60.7
Qaqambile Matanzima,South Africa,SOUTHERN AFRICA,60.7
Khayelihle Mathaba,South Africa,SOUTHERN AFRICA,60.7
Thabo Mbeki,South Africa,SOUTHERN AFRICA,60.7
Graham McIntosh,South Africa,SOUTHERN AFRICA,60.7
Ntombi Mekgwe,South Africa,SOUTHERN AFRICA,60.7
Jan Meyer,South Africa,SOUTHERN AFRICA,60.7
Clarence Mini,South Africa,SOUTHERN AFRICA,60.7
David Mkhwanazi,South Africa,SOUTHERN AFRICA,60.7
Wilton Mkwayi,South Africa,SOUTHERN AFRICA,60.7
Zwakele Mncwango,South Africa,SOUTHERN AFRICA,60.7
Khethiwe Moeketsi,South Africa,SOUTHERN AFRICA,60.7
Silas Molema,South Africa,SOUTHERN AFRICA,60.7
John Moodey,South Africa,SOUTHERN AFRICA,60.7
Frederick Moor,South Africa,SOUTHERN AFRICA,60.7
Viola Motsumi,South Africa,SOUTHERN AFRICA,60.7
Dali Mpofu,South Africa,SOUTHERN AFRICA,60.7
Mpumi Mpofu,South Africa,SOUTHERN AFRICA,60.7
Bongani Msomi,South Africa,SOUTHERN AFRICA,60.7
Sankie Mthembi-Mahanyele,South Africa,SOUTHERN AFRICA,60.7
Jay Naidoo,South Africa,SOUTHERN AFRICA,60.7
Prema Naidoo,South Africa,SOUTHERN AFRICA,60.7
Sister Bernard Ncube,South Africa,SOUTHERN AFRICA,60.7
Mandla Nkomfe,South Africa,SOUTHERN AFRICA,60.7
Sibongile Nkomo,South Africa,SOUTHERN AFRICA,60.7
Thami Ntuli,South Africa,SOUTHERN AFRICA,60.7
Stafford Parker,South Africa,SOUTHERN AFRICA,60.7
Penny Penny,South Africa,SOUTHERN AFRICA,60.7
Rebecca Phaladi-Digamela,South Africa,SOUTHERN AFRICA,60.7
Pieter Gysbert Noodt,South Africa,SOUTHERN AFRICA,60.7
Amichand Rajbansi,South Africa,SOUTHERN AFRICA,60.7
JN Reddy (politician),South Africa,SOUTHERN AFRICA,60.7
Zamani Saul,South Africa,SOUTHERN AFRICA,60.7
Helen Sauls-August,South Africa,SOUTHERN AFRICA,60.7
Charles Saunders (colonial administrator),South Africa,SOUTHERN AFRICA,60.7
Floyd Shivambu,South Africa,SOUTHERN AFRICA,60.7
Archie Sibeko,South Africa,SOUTHERN AFRICA,60.7
Letitia Sibeko,South Africa,SOUTHERN AFRICA,60.7
Edward Philip Solomon,South Africa,SOUTHERN AFRICA,60.7
Max Sonnenberg,South Africa,SOUTHERN AFRICA,60.7
Walter Stanford,South Africa,SOUTHERN AFRICA,60.7
Richard Stuttaford,South Africa,SOUTHERN AFRICA,60.7
Michael Tellinger,South Africa,SOUTHERN AFRICA,60.7
Thulasizwe Thomo,South Africa,SOUTHERN AFRICA,60.7
Moses Twebe,South Africa,SOUTHERN AFRICA,60.7
Andries Waterboer,South Africa,SOUTHERN AFRICA,60.7
Nicolaas Waterboer,South Africa,SOUTHERN AFRICA,60.7
Alan Winde,South Africa,SOUTHERN AFRICA,60.7
Thuli Dladla,South Africa,SOUTHERN AFRICA,60.7
Paul Dlamini,South Africa,SOUTHERN AFRICA,60.7
Russell Dlamini,South Africa,SOUTHERN AFRICA,60.7
Prince Sozisa Dlamini,South Africa,SOUTHERN AFRICA,60.7
Mduduzi Bacede Mabuza,South Africa,SOUTHERN AFRICA,60.7
Njabulo Mabuza,South Africa,SOUTHERN AFRICA,60.7
Themba Masuku,South Africa,SOUTHERN AFRICA,60.7
Mgwagwa Gamedze,South Africa,SOUTHERN AFRICA,60.7
Charles Myeza,South Africa,SOUTHERN AFRICA,60.7
Ben Nsibandze,South Africa,SOUTHERN AFRICA,60.7
Pholile Shakantu,South Africa,SOUTHERN AFRICA,60.7
Anisia Achieng,South Sudan,EASTERN AFRICA,11.1
Elizabeth Acuei Yol,South Sudan,EASTERN AFRICA,11.1
Wol Akec Akol,South Sudan,EASTERN AFRICA,11.1
Mayol Kur Akuei,South Sudan,EASTERN AFRICA,11.1
Alfred Futiyo Karaba,South Sudan,EASTERN AFRICA,11.1
Jacob Aligo,South Sudan,EASTERN AFRICA,11.1
Michael Lado Allah-Jabu,South Sudan,EASTERN AFRICA,11.1
Augustino Kiri Gwolo,South Sudan,EASTERN AFRICA,11.1
Paul Malong Awan,South Sudan,EASTERN AFRICA,11.1
Joseph Bakosoro,South Sudan,EASTERN AFRICA,11.1
Tito Biel,South Sudan,EASTERN AFRICA,11.1
Joseph Bol Chan,South Sudan,EASTERN AFRICA,11.1
Abraham Makoi Bol,South Sudan,EASTERN AFRICA,11.1
Bona Malwal,South Sudan,EASTERN AFRICA,11.1
Peter Cirillo,South Sudan,EASTERN AFRICA,11.1
Cirino Hiteng Ofuho,South Sudan,EASTERN AFRICA,11.1
Deng Deng Akuei,South Sudan,EASTERN AFRICA,11.1
William Deng Nhial,South Sudan,EASTERN AFRICA,11.1
Aldo Deng,South Sudan,EASTERN AFRICA,11.1
Ronald Ruai Deng,South Sudan,EASTERN AFRICA,11.1
Teker Riek Dong,South Sudan,EASTERN AFRICA,11.1
John Malish Dujuk,South Sudan,EASTERN AFRICA,11.1
George Echom,South Sudan,EASTERN AFRICA,11.1
Jacob Kuwinsuk Gale,South Sudan,EASTERN AFRICA,11.1
Naphtali Hassan Gale,South Sudan,EASTERN AFRICA,11.1
Joseph Garang,South Sudan,EASTERN AFRICA,11.1
Isaac Cleto Hassan,South Sudan,EASTERN AFRICA,11.1
Sarah Cleto Hassan,South Sudan,EASTERN AFRICA,11.1
Moro Isaac Jenesio,South Sudan,EASTERN AFRICA,11.1
Jieng Council of Elders,South Sudan,EASTERN AFRICA,11.1
George Kongor Arop,South Sudan,EASTERN AFRICA,11.1
Baba Medan Konya,South Sudan,EASTERN AFRICA,11.1
Abudhok Ayang Kur,South Sudan,EASTERN AFRICA,11.1
Alex Latio Elia,South Sudan,EASTERN AFRICA,11.1
Natisio Loluke,South Sudan,EASTERN AFRICA,11.1
Martin Elia Lomuro,South Sudan,EASTERN AFRICA,11.1
Joseph Lual Acuil,South Sudan,EASTERN AFRICA,11.1
Luigi Adwok,South Sudan,EASTERN AFRICA,11.1
Mabior Garang De-Mabior,South Sudan,EASTERN AFRICA,11.1
Rin Tuec,South Sudan,EASTERN AFRICA,11.1
Moses Kacoul Machar,South Sudan,EASTERN AFRICA,11.1
Manasseh Magok,South Sudan,EASTERN AFRICA,11.1
Simon Mijok Majak,South Sudan,EASTERN AFRICA,11.1
Madang Majok,South Sudan,EASTERN AFRICA,11.1
Abraham Gum Makuach,South Sudan,EASTERN AFRICA,11.1
Zakaria Matur Makuer,South Sudan,EASTERN AFRICA,11.1
Juma Ali Malou,South Sudan,EASTERN AFRICA,11.1
Africano Mande,South Sudan,EASTERN AFRICA,11.1
Mary Mawai,South Sudan,EASTERN AFRICA,11.1
James Ajongo Mawut,South Sudan,EASTERN AFRICA,11.1
Peter Mayen,South Sudan,EASTERN AFRICA,11.1
Afikaano Monday,South Sudan,EASTERN AFRICA,11.1
Joseph Monytuil,South Sudan,EASTERN AFRICA,11.1
Paulino Matip Nhial,South Sudan,EASTERN AFRICA,11.1
Elias Waya Nyipuoc,South Sudan,EASTERN AFRICA,11.1
Paulino Lukudu Obede,South Sudan,EASTERN AFRICA,11.1
Bona Panek,South Sudan,EASTERN AFRICA,11.1
Ajonye Perpetua,South Sudan,EASTERN AFRICA,11.1
Simon Kun Puoch,South Sudan,EASTERN AFRICA,11.1
Puot Kang Chol,South Sudan,EASTERN AFRICA,11.1
Patrick Raphael,South Sudan,EASTERN AFRICA,11.1
Siricio Iro Wani,South Sudan,EASTERN AFRICA,11.1
Tong Akeen Ngor,South Sudan,EASTERN AFRICA,11.1
Dier Tong Ngor,South Sudan,EASTERN AFRICA,11.1
James Tor Monybuny,South Sudan,EASTERN AFRICA,11.1
Elias Nyamlell Wako,South Sudan,EASTERN AFRICA,11.1
Augustino Jadalla Wani,South Sudan,EASTERN AFRICA,11.1
Juma Saeed Worju,South Sudan,EASTERN AFRICA,11.1
Justin Yak,South Sudan,EASTERN AFRICA,11.1
Patrick Zamoi,South Sudan,EASTERN AFRICA,11.1
Claro Abánades López,Spain,SOUTHERN EUROPE,48.3
Joaquín Abarca,Spain,SOUTHERN EUROPE,48.3
Domingo de Acassuso,Spain,SOUTHERN EUROPE,48.3
Luis Alarcón de la Lastra,Spain,SOUTHERN EUROPE,48.3
Gil Álvarez Carrillo de Albornoz,Spain,SOUTHERN EUROPE,48.3
Tomás Allende,Spain,SOUTHERN EUROPE,48.3
Luis Almarcha Hernández,Spain,SOUTHERN EUROPE,48.3
Alonso III Fonseca,Spain,SOUTHERN EUROPE,48.3
"Fadrique de Toledo, 1st Marquess of Valdueza",Spain,SOUTHERN EUROPE,48.3
Fadrique Alvarez de Toledo y Ponce de León,Spain,SOUTHERN EUROPE,48.3
"Fernando Álvarez de Toledo, 3rd Duke of Alba",Spain,SOUTHERN EUROPE,48.3
García Álvarez de Toledo y Osorio,Spain,SOUTHERN EUROPE,48.3
"García de Toledo Osorio, 6th Marquess of Villafranca",Spain,SOUTHERN EUROPE,48.3
Manuel Joaquín Álvarez de Toledo,Spain,SOUTHERN EUROPE,48.3
"Pedro de Toledo Osorio, 5th Marquess of Villafranca",Spain,SOUTHERN EUROPE,48.3
Diego de Alvear y Ponce de León,Spain,SOUTHERN EUROPE,48.3
Martín de Álzaga,Spain,SOUTHERN EUROPE,48.3
Antonio Gutiérrez y Ulloa,Spain,SOUTHERN EUROPE,48.3
Mario Arana,Spain,SOUTHERN EUROPE,48.3
Ramón de Aras Jáuregui,Spain,SOUTHERN EUROPE,48.3
Alfonso Ardura,Spain,SOUTHERN EUROPE,48.3
Buenaventura Carlos Aribau,Spain,SOUTHERN EUROPE,48.3
Manuel de Aróstegui Sáenz de Olamendi,Spain,SOUTHERN EUROPE,48.3
Anna Arqué i Solsona,Spain,SOUTHERN EUROPE,48.3
Antonio Arrúe Zarauz,Spain,SOUTHERN EUROPE,48.3
Alberto Aznar,Spain,SOUTHERN EUROPE,48.3
Vicente Bacallar,Spain,SOUTHERN EUROPE,48.3
Ignacio Baleztena Ascárate,Spain,SOUTHERN EUROPE,48.3
"José Baquíjano y Carrillo, Count of Vistaflorida",Spain,SOUTHERN EUROPE,48.3
Miguel Barroso Ayats,Spain,SOUTHERN EUROPE,48.3
Alfonso Soriano Benítez de Lugo,Spain,SOUTHERN EUROPE,48.3
Joseph Blás de Gainza,Spain,SOUTHERN EUROPE,48.3
Juan Antonio Bolea,Spain,SOUTHERN EUROPE,48.3
Gaspar de Borja y Velasco,Spain,SOUTHERN EUROPE,48.3
Alberto Bosch y Fustegueras,Spain,SOUTHERN EUROPE,48.3
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",Spain,SOUTHERN EUROPE,48.3
Blas Camacho,Spain,SOUTHERN EUROPE,48.3
José Manuel Campa,Spain,SOUTHERN EUROPE,48.3
Carlos Cañal y Migolla,Spain,SOUTHERN EUROPE,48.3
Antonio Carro Martínez,Spain,SOUTHERN EUROPE,48.3
"Nicolás de Carvajal, Marquis of Sarria",Spain,SOUTHERN EUROPE,48.3
Francesc de Castellví i de Vic,Spain,SOUTHERN EUROPE,48.3
"Juan Francisco de la Cerda, 8th Duke of Medinaceli",Spain,SOUTHERN EUROPE,48.3
"Luis Francisco de la Cerda, 9th Duke of Medinaceli",Spain,SOUTHERN EUROPE,48.3
Ramón Chíes,Spain,SOUTHERN EUROPE,48.3
Diego Clemencín,Spain,SOUTHERN EUROPE,48.3
Octavio Cuartero Cifuentes,Spain,SOUTHERN EUROPE,48.3
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",Spain,SOUTHERN EUROPE,48.3
Rafael de Mendizábal Allende,Spain,SOUTHERN EUROPE,48.3
Juan Donoso Cortés,Spain,SOUTHERN EUROPE,48.3
Carles Duarte i Montserrat,Spain,SOUTHERN EUROPE,48.3
Julián Elorza Aizpuru,Spain,SOUTHERN EUROPE,48.3
Juan de Escobedo,Spain,SOUTHERN EUROPE,48.3
Gaspar de Espinosa,Spain,SOUTHERN EUROPE,48.3
Víctor Eusa Razquin,Spain,SOUTHERN EUROPE,48.3
Carlos Fabra Carreras,Spain,SOUTHERN EUROPE,48.3
"Diego Felipez de Guzmán, 1st Marquess of Leganés",Spain,SOUTHERN EUROPE,48.3
Evaristo Fernández de San Miguel,Spain,SOUTHERN EUROPE,48.3
Miguel Ángel Fernández-Palacios,Spain,SOUTHERN EUROPE,48.3
Antonio Flores de Lemus,Spain,SOUTHERN EUROPE,48.3
Josep Fornas,Spain,SOUTHERN EUROPE,48.3
Chato Galante,Spain,SOUTHERN EUROPE,48.3
Guillermo Galeote,Spain,SOUTHERN EUROPE,48.3
Mar Garcia,Spain,SOUTHERN EUROPE,48.3
Álvaro Gil-Robles,Spain,SOUTHERN EUROPE,48.3
Juan Carlos Guerra Zunzunegui,Spain,SOUTHERN EUROPE,48.3
"Gaspar Méndez de Haro, 7th Marquess of Carpio",Spain,SOUTHERN EUROPE,48.3
"Pedro Henriquez de Acevedo, Count of Fuentes",Spain,SOUTHERN EUROPE,48.3
Pedro de Herrera,Spain,SOUTHERN EUROPE,48.3
Eleazar Huerta Valcárcel,Spain,SOUTHERN EUROPE,48.3
Alonso de Idiáquez y Yurramendi,Spain,SOUTHERN EUROPE,48.3
Blas Infante,Spain,SOUTHERN EUROPE,48.3
Erasmo Janer Gironella,Spain,SOUTHERN EUROPE,48.3
Manuel Jiménez de Parga,Spain,SOUTHERN EUROPE,48.3
Hernando de Lerma,Spain,SOUTHERN EUROPE,48.3
José Pascual de Liñán y Eguizábal,Spain,SOUTHERN EUROPE,48.3
Pero López de Ayala,Spain,SOUTHERN EUROPE,48.3
Luis Rosado Bretón,Spain,SOUTHERN EUROPE,48.3
Álvaro de Luna,Spain,SOUTHERN EUROPE,48.3
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",Spain,SOUTHERN EUROPE,48.3
Juli Marial Tey,Spain,SOUTHERN EUROPE,48.3
Manuel Marliani,Spain,SOUTHERN EUROPE,48.3
Marquis of Amboage,Spain,SOUTHERN EUROPE,48.3
Dolors Martí Domènech,Spain,SOUTHERN EUROPE,48.3
José Luna Meléndez,Spain,SOUTHERN EUROPE,48.3
Luis Méndez de Haro,Spain,SOUTHERN EUROPE,48.3
Bernardino de Mendoza,Spain,SOUTHERN EUROPE,48.3
Marcelino Menéndez y Pelayo,Spain,SOUTHERN EUROPE,48.3
Luis Minguela,Spain,SOUTHERN EUROPE,48.3
Salvador Minguijón Adrián,Spain,SOUTHERN EUROPE,48.3
Pep Mòdol,Spain,SOUTHERN EUROPE,48.3
Rafael Molera,Spain,SOUTHERN EUROPE,48.3
Rafael Montoro,Spain,SOUTHERN EUROPE,48.3
Guillermo Morphy,Spain,SOUTHERN EUROPE,48.3
Pere Navarro Olivella,Spain,SOUTHERN EUROPE,48.3
Trinitat Neras i Plaja,Spain,SOUTHERN EUROPE,48.3
Juan Everardo Nithard,Spain,SOUTHERN EUROPE,48.3
Pablo de Olavide,Spain,SOUTHERN EUROPE,48.3
Álvaro d'Ors Pérez-Peix,Spain,SOUTHERN EUROPE,48.3
Román Oyarzun Oyarzun,Spain,SOUTHERN EUROPE,48.3
Juan Pacheco,Spain,SOUTHERN EUROPE,48.3
Juan Palarea Blanes,Spain,SOUTHERN EUROPE,48.3
Berenguer de Palou II,Spain,SOUTHERN EUROPE,48.3
Javier María Pascual Ibañez,Spain,SOUTHERN EUROPE,48.3
Pedro Antonio de Aragón,Spain,SOUTHERN EUROPE,48.3
Juan Manuel de la Peña Bonifaz,Spain,SOUTHERN EUROPE,48.3
Antonio Pérez Crespo,Spain,SOUTHERN EUROPE,48.3
Antonio Pérez (statesman),Spain,SOUTHERN EUROPE,48.3
Manuel Pizarro Moreno,Spain,SOUTHERN EUROPE,48.3
Luis Gabriel Portillo,Spain,SOUTHERN EUROPE,48.3
Pablo de Porturas y Landázuri,Spain,SOUTHERN EUROPE,48.3
Jesús Quijano,Spain,SOUTHERN EUROPE,48.3
Domingo Ram y Lanaja,Spain,SOUTHERN EUROPE,48.3
Luis de Requesens y Relat,Spain,SOUTHERN EUROPE,48.3
Galceran de Requesens y Santa Coloma,Spain,SOUTHERN EUROPE,48.3
Rafael del Riego,Spain,SOUTHERN EUROPE,48.3
Miguel Romero (activist),Spain,SOUTHERN EUROPE,48.3
Julio Ruiz de Alda,Spain,SOUTHERN EUROPE,48.3
Alfonso Rus,Spain,SOUTHERN EUROPE,48.3
Gabriel von Salamanca-Ortenburg,Spain,SOUTHERN EUROPE,48.3
Sampiro,Spain,SOUTHERN EUROPE,48.3
Rafael Sánchez Guerra,Spain,SOUTHERN EUROPE,48.3
Belén de Sárraga,Spain,SOUTHERN EUROPE,48.3
José Sisto,Spain,SOUTHERN EUROPE,48.3
Pedro Soto (politician),Spain,SOUTHERN EUROPE,48.3
"Juan de Tassis, 1st Count of Villamediana",Spain,SOUTHERN EUROPE,48.3
Francisco Elías de Tejada y Spínola,Spain,SOUTHERN EUROPE,48.3
José Perelló Torrens,Spain,SOUTHERN EUROPE,48.3
Arantza Urkaregi,Spain,SOUTHERN EUROPE,48.3
Fernando de Valdés y Salas,Spain,SOUTHERN EUROPE,48.3
Mauro Varela,Spain,SOUTHERN EUROPE,48.3
Rodrigo Vázquez de Arce,Spain,SOUTHERN EUROPE,48.3
José Joaquín de Viana,Spain,SOUTHERN EUROPE,48.3
Narcís Vinyoles,Spain,SOUTHERN EUROPE,48.3
Pedro Vives,Spain,SOUTHERN EUROPE,48.3
Alberto Zarraoa,Spain,SOUTHERN EUROPE,48.3
Mariano Zufía Urrizalqui,Spain,SOUTHERN EUROPE,48.3
Somawansa Amarasinghe,Sri Lanka,SOUTH ASIA,22.7
Chanaka Amaratunga,Sri Lanka,SOUTH ASIA,22.7
Kumari Balasuriya,Sri Lanka,SOUTH ASIA,22.7
W. E. Boteju,Sri Lanka,SOUTH ASIA,22.7
Simon Casie Chetty,Sri Lanka,SOUTH ASIA,22.7
Cissy Cooray,Sri Lanka,SOUTH ASIA,22.7
Shirley Corea,Sri Lanka,SOUTH ASIA,22.7
Albert L. De Alwis Seneviratne,Sri Lanka,SOUTH ASIA,22.7
A. J. R. de Soysa,Sri Lanka,SOUTH ASIA,22.7
Evelyn de Soysa,Sri Lanka,SOUTH ASIA,22.7
David Dharmakeerthi,Sri Lanka,SOUTH ASIA,22.7
J. C. Dias Bandaranaike,Sri Lanka,SOUTH ASIA,22.7
Dhamma Dissanayake,Sri Lanka,SOUTH ASIA,22.7
B. H. Dunuwille,Sri Lanka,SOUTH ASIA,22.7
Niluka Ekanayake,Sri Lanka,SOUTH ASIA,22.7
William Ellawala,Sri Lanka,SOUTH ASIA,22.7
C. H. Z. Fernando,Sri Lanka,SOUTH ASIA,22.7
Sam Peter Christopher Fernando,Sri Lanka,SOUTH ASIA,22.7
Saman Piyasiri Fernando,Sri Lanka,SOUTH ASIA,22.7
William Gopallawa,Sri Lanka,SOUTH ASIA,22.7
C. T. Grero,Sri Lanka,SOUTH ASIA,22.7
Deepthi Kumara Gunarathne,Sri Lanka,SOUTH ASIA,22.7
Prasanna Gunawardena,Sri Lanka,SOUTH ASIA,22.7
S. N. W. Hulugalle,Sri Lanka,SOUTH ASIA,22.7
Herbert Eric Jansz,Sri Lanka,SOUTH ASIA,22.7
Peshala Jayarathne,Sri Lanka,SOUTH ASIA,22.7
M. P. Jayasinghe,Sri Lanka,SOUTH ASIA,22.7
Layard Jayasundera,Sri Lanka,SOUTH ASIA,22.7
Dayan Jayatilleka,Sri Lanka,SOUTH ASIA,22.7
Ranil Jayawardena,Sri Lanka,SOUTH ASIA,22.7
Stanley Kalpage,Sri Lanka,SOUTH ASIA,22.7
Neville Kanakaratna,Sri Lanka,SOUTH ASIA,22.7
Asoka Karunaratne,Sri Lanka,SOUTH ASIA,22.7
Nagananda Kodituwakku,Sri Lanka,SOUTH ASIA,22.7
Kulasiri Kumarage,Sri Lanka,SOUTH ASIA,22.7
Hermann Albert Loos,Sri Lanka,SOUTH ASIA,22.7
Theodore Barcroft L. Moonemalle,Sri Lanka,SOUTH ASIA,22.7
National Union of Workers (Sri Lanka),Sri Lanka,SOUTH ASIA,22.7
James Peter Obeyesekere I,Sri Lanka,SOUTH ASIA,22.7
Solomon Christoffel Obeyesekere,Sri Lanka,SOUTH ASIA,22.7
Craig Ondarchie,Sri Lanka,SOUTH ASIA,22.7
P. B. Dissanayake,Sri Lanka,SOUTH ASIA,22.7
Tikiri Bandara Panabokke I,Sri Lanka,SOUTH ASIA,22.7
Sujatha Paramanathan,Sri Lanka,SOUTH ASIA,22.7
James Peiris,Sri Lanka,SOUTH ASIA,22.7
M. V. P. Peiris,Sri Lanka,SOUTH ASIA,22.7
Marshal Perera,Sri Lanka,SOUTH ASIA,22.7
Jude Perera,Sri Lanka,SOUTH ASIA,22.7
