name,country,region,population
Ernst Hampel (politician),Austria,WESTERN EUROPE,9.2
Hans Peter Haselsteiner,Austria,WESTERN EUROPE,9.2
Friedrich Wilhelm von Haugwitz,Austria,WESTERN EUROPE,9.2
Eduard Hedvicek,Austria,WESTERN EUROPE,9.2
Hermann Stern,Austria,WESTERN EUROPE,9.2
Jürgen Himmelbauer,Austria,WESTERN EUROPE,9.2
Anton Hofer,Austria,WESTERN EUROPE,9.2
Andreas Hörtnagl,Austria,WESTERN EUROPE,9.2
Franz Jetzinger,Austria,WESTERN EUROPE,9.2
Konstantin Jireček,Austria,WESTERN EUROPE,9.2
Hugo Jury,Austria,WESTERN EUROPE,9.2
Joseph Kenner,Austria,WESTERN EUROPE,9.2
Theodor Kery,Austria,WESTERN EUROPE,9.2
Michael Killisch-Horn,Austria,WESTERN EUROPE,9.2
Sophia Kircher,Austria,WESTERN EUROPE,9.2
Hubert Klausner,Austria,WESTERN EUROPE,9.2
Martin Kocher,Austria,WESTERN EUROPE,9.2
Józef Kożdoń,Austria,WESTERN EUROPE,9.2
Gottfried von Kühnelt-Leddihn,Austria,WESTERN EUROPE,9.2
Franz Leitner (politician),Austria,WESTERN EUROPE,9.2
Elmar Lichtenegger,Austria,WESTERN EUROPE,9.2
Julius Lippert (historian),Austria,WESTERN EUROPE,9.2
Reinhold Lopatka,Austria,WESTERN EUROPE,9.2
Karl Lütgendorf,Austria,WESTERN EUROPE,9.2
Jürgen Mandl,Austria,WESTERN EUROPE,9.2
Renate Mann,Austria,WESTERN EUROPE,9.2
Ferdinand Mannlicher,Austria,WESTERN EUROPE,9.2
Christoph Matznetter,Austria,WESTERN EUROPE,9.2
Johann Gregor Memhardt,Austria,WESTERN EUROPE,9.2
Franz Moroder,Austria,WESTERN EUROPE,9.2
Heinz Nittel,Austria,WESTERN EUROPE,9.2
Heidemaria Onodi,Austria,WESTERN EUROPE,9.2
Brigitta Pallauf,Austria,WESTERN EUROPE,9.2
Wladimir von Pawlowski,Austria,WESTERN EUROPE,9.2
Johann Anton von Pergen,Austria,WESTERN EUROPE,9.2
Gerhard Pfanzelter,Austria,WESTERN EUROPE,9.2
Walter Pfrimer,Austria,WESTERN EUROPE,9.2
Leopold Poetsch,Austria,WESTERN EUROPE,9.2
Thomas Prinzhorn,Austria,WESTERN EUROPE,9.2
Gregor Razumovsky (activist),Austria,WESTERN EUROPE,9.2
Horst Rosenkranz,Austria,WESTERN EUROPE,9.2
Emil Sax,Austria,WESTERN EUROPE,9.2
Peter Schieder,Austria,WESTERN EUROPE,9.2
Karl Schmitzer,Austria,WESTERN EUROPE,9.2
Sonja Zwazl,Austria,WESTERN EUROPE,9.2
"Georg Adam, Prince of Starhemberg",Austria,WESTERN EUROPE,9.2
Gundaker Thomas Starhemberg,Austria,WESTERN EUROPE,9.2
Josef Staribacher,Austria,WESTERN EUROPE,9.2
Peter Strasser (politician),Austria,WESTERN EUROPE,9.2
Julius Tandler,Austria,WESTERN EUROPE,9.2
"Leopold, Count von Thun und Hohenstein",Austria,WESTERN EUROPE,9.2
Karl Freiherr von Vogelsang,Austria,WESTERN EUROPE,9.2
Anton von Winzor,Austria,WESTERN EUROPE,9.2
Gisela Wurm,Austria,WESTERN EUROPE,9.2
Alexander Zach,Austria,WESTERN EUROPE,9.2
Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Austria,WESTERN EUROPE,9.2
Karl von Zinzendorf,Austria,WESTERN EUROPE,9.2
Muzamil Abdullayev,Azerbaijan,WESTERN ASIA,10.2
Leyla Abdullayeva,Azerbaijan,WESTERN ASIA,10.2
Elchin Afandiyev,Azerbaijan,WESTERN ASIA,10.2
Fazail Agamali,Azerbaijan,WESTERN ASIA,10.2
Aliabbas Salahzade,Azerbaijan,WESTERN ASIA,10.2
Enver Alikhanov,Azerbaijan,WESTERN ASIA,10.2
Tarlan Aliyarbayov,Azerbaijan,WESTERN ASIA,10.2
Dilara Aliyeva,Azerbaijan,WESTERN ASIA,10.2
Araz Alizadeh,Azerbaijan,WESTERN ASIA,10.2
Ali Asadov,Azerbaijan,WESTERN ASIA,10.2
Ashraf Bey Taghiyev,Azerbaijan,WESTERN ASIA,10.2
Chimnaz Aslanova,Azerbaijan,WESTERN ASIA,10.2
Akram Aylisli,Azerbaijan,WESTERN ASIA,10.2
Sahil Babayev,Azerbaijan,WESTERN ASIA,10.2
Huseyngulu Baghirov,Azerbaijan,WESTERN ASIA,10.2
Bakhish bey Rustambeyov,Azerbaijan,WESTERN ASIA,10.2
Alovsat Bakhshiyev,Azerbaijan,WESTERN ASIA,10.2
Mirgasim Cheshmazer,Azerbaijan,WESTERN ASIA,10.2
Vilayat Eyvazov,Azerbaijan,WESTERN ASIA,10.2
Abdurrahman Fatalibeyli,Azerbaijan,WESTERN ASIA,10.2
Fazail Ibrahimli,Azerbaijan,WESTERN ASIA,10.2
Afshan Gadimbeyova,Azerbaijan,WESTERN ASIA,10.2
Garib Karimoğlu,Azerbaijan,WESTERN ASIA,10.2
Gudrat Gasanguliev,Azerbaijan,WESTERN ASIA,10.2
Mehrali Gasimov,Azerbaijan,WESTERN ASIA,10.2
Solomon Grobshtein,Azerbaijan,WESTERN ASIA,10.2
Teymur Guliyev,Azerbaijan,WESTERN ASIA,10.2
Mammad Gurbanov,Azerbaijan,WESTERN ASIA,10.2
Musa Hacigasimov,Azerbaijan,WESTERN ASIA,10.2
Asaf Hajiyev,Azerbaijan,WESTERN ASIA,10.2
Haji Molla Ahmad Nuruzade,Azerbaijan,WESTERN ASIA,10.2
Farhad Hajiyev,Azerbaijan,WESTERN ASIA,10.2
Hasan Majidov,Azerbaijan,WESTERN ASIA,10.2
Hasan Hasanli,Azerbaijan,WESTERN ASIA,10.2
Jamil Hasanli,Azerbaijan,WESTERN ASIA,10.2
Ali M. Hasanov,Azerbaijan,WESTERN ASIA,10.2
Zakir Hasanov,Azerbaijan,WESTERN ASIA,10.2
Ali Huseynli,Azerbaijan,WESTERN ASIA,10.2
Alisahib Huseynov,Azerbaijan,WESTERN ASIA,10.2
Ali Ibrahimov,Azerbaijan,WESTERN ASIA,10.2
Irshad Aliyev,Azerbaijan,WESTERN ASIA,10.2
Mamed Iskenderov,Azerbaijan,WESTERN ASIA,10.2
Vidadi Isgandarov,Azerbaijan,WESTERN ASIA,10.2
Ajdar Ismailov,Azerbaijan,WESTERN ASIA,10.2
Saftar Jafarov,Azerbaijan,WESTERN ASIA,10.2
Jeyhun Jalilov,Azerbaijan,WESTERN ASIA,10.2
Arastun Javadov,Azerbaijan,WESTERN ASIA,10.2
Rovshan Javadov,Azerbaijan,WESTERN ASIA,10.2
Anar Karimov,Azerbaijan,WESTERN ASIA,10.2
Boris Kevorkov,Azerbaijan,WESTERN ASIA,10.2
Gurban Khalilov,Azerbaijan,WESTERN ASIA,10.2
Ahmad Kordary,Azerbaijan,WESTERN ASIA,10.2
Lutfali bey Behbudov,Azerbaijan,WESTERN ASIA,10.2
Ilham Madatov,Azerbaijan,WESTERN ASIA,10.2
Makhmud Mamed-Guliev,Azerbaijan,WESTERN ASIA,10.2
Majnun Mammadov,Azerbaijan,WESTERN ASIA,10.2
Musa Mammadov,Azerbaijan,WESTERN ASIA,10.2
Ramin Mammadov,Azerbaijan,WESTERN ASIA,10.2
Elshad Mirbashir oghlu,Azerbaijan,WESTERN ASIA,10.2
Tahir Mirkishili,Azerbaijan,WESTERN ASIA,10.2
Movsum Samadov,Azerbaijan,WESTERN ASIA,10.2
Fuad Naghiyev,Azerbaijan,WESTERN ASIA,10.2
Eldar Namazov,Azerbaijan,WESTERN ASIA,10.2
Namig Nasrullayev,Azerbaijan,WESTERN ASIA,10.2
Siyavush Novruzov,Azerbaijan,WESTERN ASIA,10.2
Zahid Oruj,Azerbaijan,WESTERN ASIA,10.2
Sadig Rahimov,Azerbaijan,WESTERN ASIA,10.2
Suleyman Rahimov,Azerbaijan,WESTERN ASIA,10.2
Huseyn Rahmanov,Azerbaijan,WESTERN ASIA,10.2
Rovshen Rzayev,Azerbaijan,WESTERN ASIA,10.2
Hasan Seyidov,Azerbaijan,WESTERN ASIA,10.2
Hasan Seyidov (scientist),Azerbaijan,WESTERN ASIA,10.2
Parviz Shahbazov,Azerbaijan,WESTERN ASIA,10.2
Mammad agha Shahtakhtinski,Azerbaijan,WESTERN ASIA,10.2
Abid Sharifov,Azerbaijan,WESTERN ASIA,10.2
Shirali Akhundov,Azerbaijan,WESTERN ASIA,10.2
Ikhtiyar Shirinov,Azerbaijan,WESTERN ASIA,10.2
Bakhtiyar Vahabzadeh,Azerbaijan,WESTERN ASIA,10.2
Vugar Mustafayev (minister),Azerbaijan,WESTERN ASIA,10.2
Yusif Ziya Talibzadeh,Azerbaijan,WESTERN ASIA,10.2
Nurali Yusifbayli,Azerbaijan,WESTERN ASIA,10.2
Keith Bell (Bahamian politician),Bahamas,CARIBBEAN,0.4
Charles Carter (Bahamian journalist),Bahamas,CARIBBEAN,0.4
Harold Christie,Bahamas,CARIBBEAN,0.4
Timothy Donaldson,Bahamas,CARIBBEAN,0.4
Eugene Dupuch,Bahamas,CARIBBEAN,0.4
Joseph Robert Love,Bahamas,CARIBBEAN,0.4
McKell Bonaby,Bahamas,CARIBBEAN,0.4
Pakesia Parker-Edgecombe,Bahamas,CARIBBEAN,0.4
James Carmichael Smith (postmaster),Bahamas,CARIBBEAN,0.4
Mohammed Isa Al Abbasi,Bahrain,WESTERN ASIA,1.6
Abdulla Adel Fakhro,Bahrain,WESTERN ASIA,1.6
Abdullah bin Isa Al Khalifa,Bahrain,WESTERN ASIA,1.6
Ahmed Behzad (Bahrain),Bahrain,WESTERN ASIA,1.6
Kamal Ahmed (politician),Bahrain,WESTERN ASIA,1.6
Mohamed Ali Hasan Ali,Bahrain,WESTERN ASIA,1.6
Khalid Almoayed,Bahrain,WESTERN ASIA,1.6
Aymen Tawfeeq Almoayed,Bahrain,WESTERN ASIA,1.6
Nazar Al Baharna,Bahrain,WESTERN ASIA,1.6
Mahmood Al Bahrani,Bahrain,WESTERN ASIA,1.6
Ammar Al Bannai,Bahrain,WESTERN ASIA,1.6
Jawad Fairooz,Bahrain,WESTERN ASIA,1.6
Qasim Fakhro,Bahrain,WESTERN ASIA,1.6
Faisal al-Hamar,Bahrain,WESTERN ASIA,1.6
Nabeel bin Yaqub Al-Hamar,Bahrain,WESTERN ASIA,1.6
Isa bin Abdulrahman Al Hammadi,Bahrain,WESTERN ASIA,1.6
Jameel Humadan,Bahrain,WESTERN ASIA,1.6
Isa bin Ibrahim Al Khalifa,Bahrain,WESTERN ASIA,1.6
Fahmi al-Jowder,Bahrain,WESTERN ASIA,1.6
Saud Kanoo,Bahrain,WESTERN ASIA,1.6
Essam Khalaf,Bahrain,WESTERN ASIA,1.6
Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,WESTERN ASIA,1.6
Ahmed bin Mohamed Al Khalifa,Bahrain,WESTERN ASIA,1.6
Ali bin Khalifa Al Khalifa,Bahrain,WESTERN ASIA,1.6
Hala bint Mohammed Al Khalifa,Bahrain,WESTERN ASIA,1.6
Ibrahim ibn Khalifa Al Khalifa,Bahrain,WESTERN ASIA,1.6
Mai bint Mohammed Al Khalifa,Bahrain,WESTERN ASIA,1.6
Salman bin Khalifa Al Khalifa,Bahrain,WESTERN ASIA,1.6
Hamad Al Kooheji,Bahrain,WESTERN ASIA,1.6
Abdullatif Al-Mahmood,Bahrain,WESTERN ASIA,1.6
Rasheed Mohammed Al Maraj,Bahrain,WESTERN ASIA,1.6
Khalid Al Maskati,Bahrain,WESTERN ASIA,1.6
Abdulhussain bin Ali Mirza,Bahrain,WESTERN ASIA,1.6
Mohammed Al-Buainain,Bahrain,WESTERN ASIA,1.6
Mohammed bin Khalifa bin Ahmed,Bahrain,WESTERN ASIA,1.6
Mohammed bin Khalifa bin Ali Al Khalifa,Bahrain,WESTERN ASIA,1.6
Abdulrahman al-Nuaimi,Bahrain,WESTERN ASIA,1.6
Ammar Qambar,Bahrain,WESTERN ASIA,1.6
Isa Qassim,Bahrain,WESTERN ASIA,1.6
Abdulla Hassan Saif,Bahrain,WESTERN ASIA,1.6
Ali bin Saleh Al Saleh,Bahrain,WESTERN ASIA,1.6
Ahmed Al-Salloum,Bahrain,WESTERN ASIA,1.6
Salman bin Hamad Al Khalifa,Bahrain,WESTERN ASIA,1.6
Abdul Motaleb,Bangladesh,SOUTH ASIA,173.5
Abdus Salam (Chattogram politician),Bangladesh,SOUTH ASIA,173.5
Abul Hashim,Bangladesh,SOUTH ASIA,173.5
Oli Ahad,Bangladesh,SOUTH ASIA,173.5
Chowdhury Shamsuddin Ahmed,Bangladesh,SOUTH ASIA,173.5
Farid Ahmed,Bangladesh,SOUTH ASIA,173.5
Muzaffar Ahmed (NAP politician),Bangladesh,SOUTH ASIA,173.5
AKM Hafizuddin,Bangladesh,SOUTH ASIA,173.5
Mohammad Manjur Alam,Bangladesh,SOUTH ASIA,173.5
M Hossain Ali,Bangladesh,SOUTH ASIA,173.5
Aminul Islam Rabel,Bangladesh,SOUTH ASIA,173.5
Mohammad A. Arafat,Bangladesh,SOUTH ASIA,173.5
Ashab Uddin Ahmad,Bangladesh,SOUTH ASIA,173.5
Shafiqur Rahman Badsha,Bangladesh,SOUTH ASIA,173.5
Selina Banu,Bangladesh,SOUTH ASIA,173.5
Nurul Huq Bhuiyan,Bangladesh,SOUTH ASIA,173.5
Birendra Kishore Roaza,Bangladesh,SOUTH ASIA,173.5
Bishnu Chattopadhyay,Bangladesh,SOUTH ASIA,173.5
AKM Fazlul Kabir Chowdhury,Bangladesh,SOUTH ASIA,173.5
Aminul Islam Chowdhury,Bangladesh,SOUTH ASIA,173.5
Anwarul Karim Chowdhury,Bangladesh,SOUTH ASIA,173.5
Moinuddin Ahmed Chowdhury,Bangladesh,SOUTH ASIA,173.5
Sarwar Jan Chowdhury,Bangladesh,SOUTH ASIA,173.5
Shahinur Pasha Chowdhury,Bangladesh,SOUTH ASIA,173.5
Yusuf Ali Chowdhury,Bangladesh,SOUTH ASIA,173.5
Haji Mohammad Danesh,Bangladesh,SOUTH ASIA,173.5
Pulin De,Bangladesh,SOUTH ASIA,173.5
James Leo Ferguson,Bangladesh,SOUTH ASIA,173.5
Abdul Halim Ghaznavi,Bangladesh,SOUTH ASIA,173.5
Debendra Nath Ghosh,Bangladesh,SOUTH ASIA,173.5
Ranesh Das Gupta,Bangladesh,SOUTH ASIA,173.5
AKM Fazlul Haque (Jatiya Party politician),Bangladesh,SOUTH ASIA,173.5
Syed Najmuddin Hashim,Bangladesh,SOUTH ASIA,173.5
M. Anwar Hossain,Bangladesh,SOUTH ASIA,173.5
Nozir Hossain,Bangladesh,SOUTH ASIA,173.5
Husam Uddin Chowdhury Fultali,Bangladesh,SOUTH ASIA,173.5
Syed Muhammad Ibrahim,Bangladesh,SOUTH ASIA,173.5
Abul Kashem,Bangladesh,SOUTH ASIA,173.5
Abul Kashem Khan,Bangladesh,SOUTH ASIA,173.5
Hatem Ali Khan,Bangladesh,SOUTH ASIA,173.5
Muhammad Hamidullah Khan,Bangladesh,SOUTH ASIA,173.5
Yar Mohammad Khan,Bangladesh,SOUTH ASIA,173.5
Kazi Abdus Shahid Lal,Bangladesh,SOUTH ASIA,173.5
Jyotirindra Bodhipriya Larma,Bangladesh,SOUTH ASIA,173.5
Shamima Harun Lubna,Bangladesh,SOUTH ASIA,173.5
Manik Lal Ray,Bangladesh,SOUTH ASIA,173.5
Manjurul Imam,Bangladesh,SOUTH ASIA,173.5
Mushrefa Mishu,Bangladesh,SOUTH ASIA,173.5
Moin Uddin (politician),Bangladesh,SOUTH ASIA,173.5
Fazlul Haque Montu,Bangladesh,SOUTH ASIA,173.5
Mujahidul Islam Selim,Bangladesh,SOUTH ASIA,173.5
Mujibur Rahman (Chattogram politician),Bangladesh,SOUTH ASIA,173.5
Shafiul Alam Chowdhury Nadel,Bangladesh,SOUTH ASIA,173.5
SM Nuruzzaman,Bangladesh,SOUTH ASIA,173.5
Shamsul Huda Panchbagi,Bangladesh,SOUTH ASIA,173.5
Muhammad Bayazeed Khan Panni,Bangladesh,SOUTH ASIA,173.5
Ferdous Ahmed Qureshi,Bangladesh,SOUTH ASIA,173.5
Asheq Ullah Rafiq,Bangladesh,SOUTH ASIA,173.5
Abdur Rahim (scholar),Bangladesh,SOUTH ASIA,173.5
Habibar Rahman,Bangladesh,SOUTH ASIA,173.5
M. M. Rahmatullah,Bangladesh,SOUTH ASIA,173.5
Golam Maula Rony,Bangladesh,SOUTH ASIA,173.5
Devasish Roy,Bangladesh,SOUTH ASIA,173.5
Mahmudul Haque Sayem,Bangladesh,SOUTH ASIA,173.5
Maulana Shakhawat,Bangladesh,SOUTH ASIA,173.5
Abul Kalam Shamsuddin,Bangladesh,SOUTH ASIA,173.5
Badruddoza Ahmed Shuja,Bangladesh,SOUTH ASIA,173.5
Sourendra Nath Chakraborty,Bangladesh,SOUTH ASIA,173.5
Mohammad Sultan,Bangladesh,SOUTH ASIA,173.5
Syed Sayedul Haque Suman,Bangladesh,SOUTH ASIA,173.5
Mohammad Toaha,Bangladesh,SOUTH ASIA,173.5
Badruddin Umar,Bangladesh,SOUTH ASIA,173.5
Zahidunnabi Dewan Shamim,Bangladesh,SOUTH ASIA,173.5
Mohammad Zillur Rahman,Bangladesh,SOUTH ASIA,173.5
Elliott Belgrave,Barbados,CARIBBEAN,0.3
Chad Blackman,Barbados,CARIBBEAN,0.3
Santia Bradshaw,Barbados,CARIBBEAN,0.3
Sonia Browne,Barbados,CARIBBEAN,0.3
Michael A. Carrington,Barbados,CARIBBEAN,0.3
William Fondleroy Duguid,Barbados,CARIBBEAN,0.3
Reginald Farley,Barbados,CARIBBEAN,0.3
Adrian Forde,Barbados,CARIBBEAN,0.3
Cynthia Y. Forde,Barbados,CARIBBEAN,0.3
Ian Gooding-Edghill,Barbados,CARIBBEAN,0.3
Damien K. A. Griffith,Barbados,CARIBBEAN,0.3
Crystal Haynes,Barbados,CARIBBEAN,0.3
Philip St. Hill,Barbados,CARIBBEAN,0.3
Kirk Matthew Humphrey,Barbados,CARIBBEAN,0.3
Davidson Ishmael,Barbados,CARIBBEAN,0.3
Colin Everett Jordan,Barbados,CARIBBEAN,0.3
John Andrew King,Barbados,CARIBBEAN,0.3
Shantal Munro-Knight,Barbados,CARIBBEAN,0.3
Glyne Murray,Barbados,CARIBBEAN,0.3
Charles Duncan O'Neal,Barbados,CARIBBEAN,0.3
Samuel Jackman Prescod,Barbados,CARIBBEAN,0.3
Shanika Roberts-Odle,Barbados,CARIBBEAN,0.3
Ryan Straughn,Barbados,CARIBBEAN,0.3
Dwight Sutherland,Barbados,CARIBBEAN,0.3
Kerrie Symmonds,Barbados,CARIBBEAN,0.3
Yury Ambrazevich,Belarus,EASTERN EUROPE,9.2
Aliaksandr Azarau,Belarus,EASTERN EUROPE,9.2
Lyavon Barshchewski,Belarus,EASTERN EUROPE,9.2
Siarhei Cherachen,Belarus,EASTERN EUROPE,9.2
Zmitser Dashkevich,Belarus,EASTERN EUROPE,9.2
Siamion Domash,Belarus,EASTERN EUROPE,9.2
Tsimafei Dranchuk,Belarus,EASTERN EUROPE,9.2
Alaksandar Dubko,Belarus,EASTERN EUROPE,9.2
Gennady Grushevoy,Belarus,EASTERN EUROPE,9.2
Moshe Gutman,Belarus,EASTERN EUROPE,9.2
Uładzimir Hančaryk,Belarus,EASTERN EUROPE,9.2
Tamaš Hryb,Belarus,EASTERN EUROPE,9.2
Anatoĺ Kalinin,Belarus,EASTERN EUROPE,9.2
Voĺha Karač,Belarus,EASTERN EUROPE,9.2
Uładzisłau Kazłouski,Belarus,EASTERN EUROPE,9.2
Tadeusz Kościuszko,Belarus,EASTERN EUROPE,9.2
Ivan Kubrakov,Belarus,EASTERN EUROPE,9.2
Vladimir Kumets,Belarus,EASTERN EUROPE,9.2
Valery Levaneuski,Belarus,EASTERN EUROPE,9.2
Uladzimir Mackievič,Belarus,EASTERN EUROPE,9.2
V. L. Mukha,Belarus,EASTERN EUROPE,9.2
Jan Pazniak,Belarus,EASTERN EUROPE,9.2
Aleksandr Potupa,Belarus,EASTERN EUROPE,9.2
Pyotr Prakapovich,Belarus,EASTERN EUROPE,9.2
Alexander Radkov,Belarus,EASTERN EUROPE,9.2
Symon Rak-Michajłoŭski,Belarus,EASTERN EUROPE,9.2
Vladimir Rusakevich,Belarus,EASTERN EUROPE,9.2
Ihar Rynkevich,Belarus,EASTERN EUROPE,9.2
Valery Sakhashchyk,Belarus,EASTERN EUROPE,9.2
Dominik Semashko,Belarus,EASTERN EUROPE,9.2
Aliaksandr Shakutsin,Belarus,EASTERN EUROPE,9.2
Nikolai Shelyagovich,Belarus,EASTERN EUROPE,9.2
Jan Stankievič,Belarus,EASTERN EUROPE,9.2
Mikola Statkevich,Belarus,EASTERN EUROPE,9.2
Sergei Tikhanovsky,Belarus,EASTERN EUROPE,9.2
Aleksandr Turchin,Belarus,EASTERN EUROPE,9.2
Yury Voskresensky,Belarus,EASTERN EUROPE,9.2
Edward Woyniłłowicz,Belarus,EASTERN EUROPE,9.2
Ivan Yermachenka,Belarus,EASTERN EUROPE,9.2
Manuel Abramowicz,Belgium,WESTERN EUROPE,11.8
Rudy Aernoudt,Belgium,WESTERN EUROPE,11.8
Herman Baltia,Belgium,WESTERN EUROPE,11.8
Jan Béghin,Belgium,WESTERN EUROPE,11.8
Frank Beke,Belgium,WESTERN EUROPE,11.8
Gustave Boël,Belgium,WESTERN EUROPE,11.8
Pol Clovis Boël,Belgium,WESTERN EUROPE,11.8
Antoine Brun,Belgium,WESTERN EUROPE,11.8
Fernand Cocq,Belgium,WESTERN EUROPE,11.8
Émile Coulonvaux,Belgium,WESTERN EUROPE,11.8
Auguste Couvreur,Belgium,WESTERN EUROPE,11.8
Nico Cué,Belgium,WESTERN EUROPE,11.8
Pierre David (mayor),Belgium,WESTERN EUROPE,11.8
Marcel de Baer,Belgium,WESTERN EUROPE,11.8
August De Boodt,Belgium,WESTERN EUROPE,11.8
Norbert De Cuyper,Belgium,WESTERN EUROPE,11.8
Dirk De fauw,Belgium,WESTERN EUROPE,11.8
René De Feyter,Belgium,WESTERN EUROPE,11.8
François-Philippe de Haussy,Belgium,WESTERN EUROPE,11.8
Victor de Laveleye,Belgium,WESTERN EUROPE,11.8
Édouard Descamps,Belgium,WESTERN EUROPE,11.8
José Desmarets,Belgium,WESTERN EUROPE,11.8
Émile van Dievoet,Belgium,WESTERN EUROPE,11.8
Marc Drumaux,Belgium,WESTERN EUROPE,11.8
Jos Dupré,Belgium,WESTERN EUROPE,11.8
Françoise Dupuis,Belgium,WESTERN EUROPE,11.8
Veerle Geerinckx,Belgium,WESTERN EUROPE,11.8
Eugène Goblet d'Alviella,Belgium,WESTERN EUROPE,11.8
Julien Goekint,Belgium,WESTERN EUROPE,11.8
Jean-Pierre Grafé,Belgium,WESTERN EUROPE,11.8
Jacques Grippa,Belgium,WESTERN EUROPE,11.8
Guy Hance,Belgium,WESTERN EUROPE,11.8
Joris Helleputte,Belgium,WESTERN EUROPE,11.8
Lucienne Herman-Michielsens,Belgium,WESTERN EUROPE,11.8
Jules Hiernaux,Belgium,WESTERN EUROPE,11.8
Julius Hoste Jr.,Belgium,WESTERN EUROPE,11.8
Norbert Hougardy,Belgium,WESTERN EUROPE,11.8
Joseph Houssa,Belgium,WESTERN EUROPE,11.8
Vincent Houssiau,Belgium,WESTERN EUROPE,11.8
Pierre Van Humbeeck,Belgium,WESTERN EUROPE,11.8
Dorah Ilunga,Belgium,WESTERN EUROPE,11.8
Pierre Imperiali,Belgium,WESTERN EUROPE,11.8
Jean-François Istasse,Belgium,WESTERN EUROPE,11.8
Milou Jeunehomme,Belgium,WESTERN EUROPE,11.8
Georges Kaeckenbeeck,Belgium,WESTERN EUROPE,11.8
André Kempinaire,Belgium,WESTERN EUROPE,11.8
Ahmet Koç (politician),Belgium,WESTERN EUROPE,11.8
Willy Kuijpers,Belgium,WESTERN EUROPE,11.8
Rachid Madrane,Belgium,WESTERN EUROPE,11.8
Luc Michel,Belgium,WESTERN EUROPE,11.8
Fientje Moerman,Belgium,WESTERN EUROPE,11.8
André Molitor,Belgium,WESTERN EUROPE,11.8
Jean Pede,Belgium,WESTERN EUROPE,11.8
Pierre Emmanuel Félix Chazal,Belgium,WESTERN EUROPE,11.8
Jean-Marie Piret,Belgium,WESTERN EUROPE,11.8
André-Eugène Pirson,Belgium,WESTERN EUROPE,11.8
Marjet Van Puymbroeck,Belgium,WESTERN EUROPE,11.8
Jean Richardot the Younger,Belgium,WESTERN EUROPE,11.8
Gustave Rolin-Jaequemyns,Belgium,WESTERN EUROPE,11.8
Hippolyte Rolin,Belgium,WESTERN EUROPE,11.8
Father Samuel,Belgium,WESTERN EUROPE,11.8
Louis-Joseph Seutin,Belgium,WESTERN EUROPE,11.8
Alfons Siffer,Belgium,WESTERN EUROPE,11.8
Cyrille Tahay,Belgium,WESTERN EUROPE,11.8
Jacques Timmermans,Belgium,WESTERN EUROPE,11.8
Robert Urbain,Belgium,WESTERN EUROPE,11.8
Adolphe Van Glabbeke,Belgium,WESTERN EUROPE,11.8
Gaëtan Van Goidsenhoven,Belgium,WESTERN EUROPE,11.8
Jacques Van Gompel,Belgium,WESTERN EUROPE,11.8
Marcel Van Langenhove (referee),Belgium,WESTERN EUROPE,11.8
Johan Verbeke,Belgium,WESTERN EUROPE,11.8
Yvan Verougstraete,Belgium,WESTERN EUROPE,11.8
Lodewijk Verreycken,Belgium,WESTERN EUROPE,11.8
Louis Waltniel,Belgium,WESTERN EUROPE,11.8
Yves de Wasseige,Belgium,WESTERN EUROPE,11.8
Roger Windels,Belgium,WESTERN EUROPE,11.8
Jacques van Ypersele de Strihou,Belgium,WESTERN EUROPE,11.8
Nemencio Acosta,Belize,CENTRAL AMERICA,0.5
Basilio Ah,Belize,CENTRAL AMERICA,0.5
Beverly Castillo,Belize,CENTRAL AMERICA,0.5
Charles Bartlett Hyde,Belize,CENTRAL AMERICA,0.5
Glenn Godfrey,Belize,CENTRAL AMERICA,0.5
Alexander Albert Hunter,Belize,CENTRAL AMERICA,0.5
Elfreda Reyes,Belize,CENTRAL AMERICA,0.5
Bert Tucker,Belize,CENTRAL AMERICA,0.5
Woldrich Harrison Courtenay,Belize,CENTRAL AMERICA,0.5
Arnauld Antoine Akodjènou,Benin,WESTERN AFRICA,13.7
Jules-Armand Aniambossou,Benin,WESTERN AFRICA,13.7
Francis Covi,Benin,WESTERN AFRICA,13.7
Sefou Fagbohoun,Benin,WESTERN AFRICA,13.7
Louis Hunkanrin,Benin,WESTERN AFRICA,13.7
Louis Ignacio-Pinto,Benin,WESTERN AFRICA,13.7
Arouna Mama,Benin,WESTERN AFRICA,13.7
D. N. Dhungyel,Bhutan,SOUTH ASIA,0.8
Dorjee Wangmo,Bhutan,SOUTH ASIA,0.8
Ugyen Dorji (DNT politician),Bhutan,SOUTH ASIA,0.8
Zangley Dukpa,Bhutan,SOUTH ASIA,0.8
Dupthob,Bhutan,SOUTH ASIA,0.8
Choki Gyeltshen,Bhutan,SOUTH ASIA,0.8
Sherub Gyeltshen,Bhutan,SOUTH ASIA,0.8
Choida Jamtsho,Bhutan,SOUTH ASIA,0.8
Rinzin Jamtsho,Bhutan,SOUTH ASIA,0.8
Shingkhar Lam,Bhutan,SOUTH ASIA,0.8
Tshewang Lhamo,Bhutan,SOUTH ASIA,0.8
Kuenga Loday,Bhutan,SOUTH ASIA,0.8
Dorji Namgyal,Bhutan,SOUTH ASIA,0.8
Jigme Namgyal (Bhutan),Bhutan,SOUTH ASIA,0.8
Kunzang C. Namgyel,Bhutan,SOUTH ASIA,0.8
